session_key,subject,condition,trial,window_index,start_time,theta_power,alpha_power,beta_power,gamma_power,total_power,theta_norm,alpha_norm,beta_norm,gamma_norm,log_theta,log_alpha,log_beta,log_gamma,alpha_beta_ratio,beta_theta_ratio,theta_alpha_ratio,gamma_alpha_ratio,gamma_beta_ratio,high_low_ratio,lr_alpha_asymmetry,fp_alpha_asymmetry,alpha_spatial_var,beta_spatial_var,spectral_centroid,spectral_edge_95,spectral_spread,dominant_frequency,spectral_skewness,spectral_kurtosis,peak_to_avg_ratio,temporal_mean,temporal_std,temporal_var,temporal_skewness,temporal_kurtosis,temporal_envelope_mean,temporal_envelope_std,temporal_zero_crossing_rate,temporal_rms,temporal_peak_to_peak,avg_channel_correlation,std_channel_correlation,delta_alpha_power,rel_delta_alpha_power,delta_beta_power,rel_delta_beta_power,delta_theta_power,rel_delta_theta_power,delta_gamma_power,rel_delta_gamma_power,delta_alpha_beta_ratio,rel_delta_alpha_beta_ratio,delta_beta_theta_ratio,rel_delta_beta_theta_ratio,delta_spectral_centroid,rel_delta_spectral_centroid,ma3_alpha_beta_ratio,ma3_beta_theta_ratio,ma3_alpha_power,ma3_beta_power,ma5_alpha_beta_ratio,std5_alpha_beta_ratio,ma5_beta_theta_ratio,std5_beta_theta_ratio,trend_alpha_beta_ratio,trend_strength_alpha_beta_ratio,trend_beta_theta_ratio,trend_strength_beta_theta_ratio
a_concentrating_1,a,concentrating,1,10,30.0,65.32091881486414,12.579301501445093,81.89529832173523,68.14117612271384,227.93669476075831,0.28657482676681256,0.05518769812227158,0.3592896633325858,0.29894781177833,4.17931233436837,2.532052725211283,4.405441581663348,4.221581672471503,0.1536022428543558,1.253737697013219,5.192730201065629,5.416928445103719,0.8320523585494896,1.9260083454865065,0.32853102542549034,0.09172223800673437,66.44604489884848,15220.128657620566,4.79149986450954,29.0,9.407923055286107,1.0,7.361196559677444,57.13585286145818,48.31703379148399,-0.4293740085859451,33.13142536981624,1651.8986907460067,-0.6022090292983884,3.4866892705962336,36.28106306602683,28.998308637883152,0.08723958333333333,33.13619128274446,222.9428437880263,0.24090400555784375,0.26037875642617314,1.265022512237394,0.11180761173063307,13.106075305558889,0.1905251248800541,27.3092264599912,0.7184427939970495,13.119026344225091,0.23843172971322277,-0.010875250757500454,-0.0661199931898556,-0.5559481852665749,-0.30720700797323247,-1.3083379427390565,-0.2144873329556934,0.1787977777539996,1.404906419670142,12.669074106600407,71.77766655223226,0.25338601050016973,0.10298276621033324,1.1771668172178111,0.359918095109772,-0.06908326630531823,0.9000085092214772,0.17484470196064947,0.47198433700135844
a_concentrating_1,a,concentrating,1,11,33.0,51.710315006609555,11.636869662618718,99.13422490831277,91.55248299309447,254.03389257063554,0.20355675568853954,0.04580833504089625,0.39024015222987596,0.36039475704068813,3.9456572781843837,2.45417847681562,4.596474739013663,4.5169123924697665,0.1173849866015639,1.917107348807323,4.443661955991424,7.8674493783487,0.9235204398659443,3.01018441304205,0.2673277171710607,0.03732719390390879,35.91282724577342,24028.85586224107,8.111618169868011,42.0,13.143827496646061,1.0,6.986888605731467,51.98103215781995,39.71754898761674,0.9887076261046003,27.016097520829724,1184.5629594396803,-0.6644519937569354,6.532653606083862,30.10175265482904,22.80221421015678,0.10042317708333333,27.0460110838823,198.12685683624355,0.11498259288587039,0.29835534735402575,-0.9424318388263746,-0.07491925038271079,17.23892658657755,0.2104995883750544,-13.610603808254588,-0.2083651616541165,23.411306870380628,0.3435706308945968,-0.0362172562527919,-0.23578598580186594,0.6633696517941039,0.5291135884120342,3.320118305358471,0.692918376133215,0.14515490768925865,1.6601769760334453,11.843483384423836,83.27291541540812,0.19046742319350268,0.06298367214011198,1.3810684010550545,0.42642231708996564,-0.0427058972946205,0.9194957849665131,0.23896259199954042,0.6280727988574939
a_concentrating_1,a,concentrating,1,12,36.0,16.648656831730303,11.522406321374572,110.04975305440739,113.90453335711518,252.12534956462744,0.0660332523503859,0.04570110201640405,0.43648825175430556,0.45177739387890453,2.812329542411449,2.444293515527368,4.700932564030902,4.735360670865788,0.10470179170395794,6.610128022139661,1.4448940930720617,9.885481398604844,1.0350276142900752,7.949798883853605,0.44222051130152673,0.13719252127773246,57.01871157514198,31519.788962142768,14.34512437820788,44.0,16.152821869707886,1.0,6.4213356872510285,44.14646883861232,28.092713419858637,0.44822971735721784,18.53915421399445,627.3701082577672,0.3079003205715458,3.9743386822272333,22.55515326446586,13.23854301901284,0.11653645833333333,18.550519948576127,136.19550366948707,0.21061988477961613,0.18206833917220588,-0.11446334124414648,-0.00983626564211153,10.915528146094616,0.11010857406904795,-35.061658174879256,-0.6780399262777207,22.352050364020712,0.24414466580558672,-0.01268319489760597,-0.10804784551073922,4.693020673332338,2.44796968529278,6.233506208339868,0.7684664240601573,0.12522967371995922,3.2603243559867345,11.912859161812795,97.0264254281518,0.15169602231350413,0.039976507594867955,2.548390925991482,2.052798794091579,-0.027431611719395014,0.9417224933900539,1.1025086151372026,0.5769008932702742
a_concentrating_1,a,concentrating,1,13,39.0,59.500255683049154,15.540340702075175,111.15818891841074,124.97196940606058,311.17075470959566,0.1912141638714685,0.049941520746634466,0.3572256943688382,0.4016186210130588,4.085980609738136,2.7434392689060663,4.710954312176903,4.828089467404972,0.13980383139816777,1.8681968277672167,3.8287613395183673,8.041777963682128,1.124271370576117,3.146698849681325,0.41904535399978954,0.10325392928326774,108.95872277232165,31667.55305569661,12.18199994233736,42.0,14.38182408272885,2.0,5.887728762114892,37.02162968329075,26.626780617962517,0.5573918051309421,22.187447582928364,681.284301806553,-0.8264065434104999,7.2062771304839774,23.936872497414594,19.197783810458063,0.11360677083333333,22.194631079275915,169.41446190505684,0.26854867113882896,0.3128911744925937,4.017934380700604,0.34870618763436234,1.1084358640033543,0.010072134041548969,42.851598851318855,2.5738772373305783,11.067436048945396,0.09716414020367922,0.03510203969420983,0.33525729715743635,-4.7419311943724445,-0.7173735786190579,-2.16312443587052,-0.15079161245590794,0.1206302032345632,3.4651440662380666,12.899872228689489,106.78072229371031,0.13599406923398033,0.022187258143895043,2.691771155601443,1.9737230746992698,-0.009824777557777513,0.3921644081627964,0.5473412216101285,0.15380621084479473
a_concentrating_1,a,concentrating,1,14,42.0,127.89787289561708,23.505196049113195,128.84044216351975,122.38719999202797,402.63071110027795,0.3176555324011616,0.05837904412427959,0.3199965591582286,0.3039688643163303,4.851232077451325,3.157221505186394,4.858574756338665,4.807189789382143,0.18243647456038087,1.0073697024552701,5.441259567815535,5.20681468626361,0.9499129150511487,1.659329919179237,0.6106067075591678,0.41590843279698086,539.697986011832,43283.23045278867,8.40269355408348,40.0,12.31761165762453,1.0,6.198931557623218,40.415778931805384,30.99104792605356,-0.2500482535071399,30.254179131267012,1151.7380018810773,-0.4488729690072752,2.1561084555342784,32.92897838505521,26.5418332804332,0.09505208333333333,30.25773086994754,188.14705436447042,0.2677299244136384,0.3230671989350875,7.96485534703802,0.5125277173604331,17.68225324510901,0.15907287998446654,68.39761721256792,1.1495348453108163,-2.584769414032607,-0.02068279332010957,0.0426326431622131,0.304946171616666,-0.8608271253119466,-0.4607796740243734,-3.779306388253879,-0.3102369402514333,0.14231403255416886,3.161898184120716,16.855981024187646,116.68279471211262,0.13958586542368523,0.027358576968069048,2.5313079196365385,2.06921750685954,0.008008730820865393,0.17138404199201285,-0.054164651015600626,0.0013704071188717082
a_concentrating_1,a,concentrating,1,15,45.0,94.43004412997537,24.595507941818195,144.03182962527745,127.93122064443294,390.98860234150396,0.24151610447073,0.06290594609286222,0.36837858894790676,0.32719936048850107,4.547859286605965,3.202563822277114,4.970034314215587,4.851492780786847,0.17076439288320827,1.5252754666409898,3.83932075537346,5.201405921238144,0.8882149242793561,2.284913159702618,0.5027621004521318,0.30252770278044405,445.9321162004388,53666.37994877063,9.601908891366316,42.0,13.17424472519722,1.0,6.5012727880880625,45.10388451715363,32.18745792815881,-0.2543829571940308,29.114962962683432,1081.9483872480953,-0.5463918328227437,2.6305955759669426,32.12911584201718,24.930454208340862,0.08821614583333333,29.11633904248065,188.72587475019503,0.23639558692442586,0.3439948938956305,1.0903118927049995,0.04638599441701465,15.1913874617577,0.11790853249694165,-33.46782876564171,-0.2616761952949463,5.544020652404967,0.04529902353159556,-0.011672081677172597,-0.0639788819933017,0.5179057641857197,0.5141168757839588,1.1992153372828351,0.14271796651444574,0.16433489961391898,1.4669473322878257,21.21368156433552,128.01015356906933,0.14301829542945574,0.029863665307967278,2.585615473562092,2.038306872095054,0.018449349541971163,0.7633186869024068,-0.638642208401706,0.1963387828444665
a_concentrating_1,a,concentrating,1,16,48.0,59.31867968628755,17.004133904476646,175.5723736897696,131.63570427169483,383.5308915522286,0.15466467237153342,0.04433576089700991,0.45777896267805707,0.3432206040533997,4.082924259543735,2.833456485352425,5.168051343595571,4.880038291149762,0.09684971244122023,2.959815940245142,3.4884858011304436,7.741394240434636,0.7497518060802131,4.025114687315977,0.15392174840349854,-0.11075959688625185,78.73881738653907,80665.4307256997,13.948453580035496,42.0,14.506791628385692,1.0,5.292948165862977,30.41119298131037,21.681781903020863,0.2049051811687348,23.64489937209789,750.2054892890626,-0.8847532840631901,4.582357156945285,26.624339861695578,19.432586884607684,0.10563151041666667,23.64783805702179,168.47561874859264,0.31750576526759455,0.35308714673109576,-7.591374037341549,-0.3086488010452678,31.54054406449214,0.21898315217233624,-35.11136444368782,-0.3718240817017923,3.7044836272618937,0.02895683796809843,-0.07391468044198804,-0.432845976810522,1.4345404736041523,0.9405123893871727,4.34654468866918,0.45267506053691403,0.1500168599616031,1.8308203697804675,21.70161263180268,149.4815484928556,0.138911240597387,0.03420328804322432,2.7941571918496555,2.0124189006874613,0.0015256402959565028,0.003979225783841245,-0.7643545524915272,0.2885246571698463
a_concentrating_1,a,concentrating,1,17,51.0,53.51186989699308,20.719623062083645,224.22470749516677,136.66386540493744,435.12006585918095,0.1229818482200526,0.04761817412665403,0.5153168632947698,0.3140831143585236,3.9799034965284505,3.0310812252462522,5.412648707488852,4.917524373783865,0.09240561976217658,4.190186362890793,2.5826661873457715,6.595866391750564,0.6094951217982223,4.861663944965507,0.540674896045833,0.37374026049407705,398.5211670677164,138423.66400243345,16.91320388123194,43.0,14.36741624085445,2.0,3.865127231336017,16.124493387920296,14.784588014945538,0.24299440387723445,22.342321550458628,708.3086743303382,-1.2199711472322647,7.55405496478756,24.673009086155194,18.920049497222,0.11539713541666666,22.344366315756748,195.97816680708803,0.33515799333107216,0.30046472327232465,3.7154891576069993,0.21850505168209888,48.65233380539718,0.277107000281059,-5.806809789294469,-0.0978917572003344,5.028161133242605,0.038197548006158946,-0.004444092679043651,-0.04588648295410116,1.2303704226456507,0.41569153200240794,2.9647503011964442,0.212550465482418,0.12000657502886837,2.8917592565923083,20.77308830279283,181.27630360340459,0.13645200620903072,0.03690954286260048,2.3101688599998824,1.137118261322069,-0.01803831853911432,0.47768847870578557,0.6596425308037025,0.6730324840537928
a_concentrating_2,a,concentrating,2,0,0.0,19.069073294458804,9.409327664240042,21.67202896447588,29.305131131601193,79.45556105477593,0.2399967106306475,0.11842251869259772,0.27275660352502434,0.36882416715173033,2.9480678234949433,2.2417015019841133,3.076022441279496,3.377762624639459,0.43416920859895125,1.136501424574914,2.026613800147531,3.114476631839993,1.352209854445897,1.7900288773238122,-0.026238686959752226,-0.34890787285404057,21.062075352031595,449.0574321005153,5.767047104370358,39.0,10.897094955457375,1.0,7.356593590970338,55.44009463293658,45.749270262117506,0.7266289634052657,18.56819769928598,484.06028234935997,-0.3816371311897936,1.1618421329982032,22.735527559957422,13.108214698573407,0.08284505208333334,18.59080908814459,122.53049338038994,0.4531097608076682,0.19923301986160558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43416920859895125,1.136501424574914,9.409327664240042,21.67202896447588,0.43416920859895125,0.0,1.136501424574914,0.0,0.0,0.0,0.0,0.0
a_concentrating_2,a,concentrating,2,1,3.0,57.33022130018465,11.837887481133098,23.888071323893744,34.610027014099614,127.6662071193111,0.4490634020842054,0.09272530098798926,0.18711350374472258,0.2710977931830828,4.048827907025952,2.471305191343576,3.1733792265590273,3.5441434381785752,0.4955564357048951,0.4166750237856976,4.842943590362384,2.9236658203805477,1.4488414131400122,0.8457380051107259,0.06619019703800111,-0.4650197391776625,34.265033671769984,656.0410451337847,5.076205583112788,31.0,9.290836661654128,2.0,6.250766733632045,39.60256779444344,38.40579587349948,0.4213378343663616,23.495651260343266,663.0688168846058,-0.6426522139642266,3.790246303768173,24.83023688040725,21.1870801996797,0.09375,23.501082985581334,160.11426813174953,0.12515772369061404,0.38812357656635793,2.4285598168930562,0.2581013121822453,2.2160423594178624,0.1022535713222943,38.26114800572584,2.0064503090899533,5.304895882498421,0.18102276555855046,0.06138722710594385,0.14139009835367708,-0.7198264007892166,-0.6333704342328065,-0.6908415212575703,-0.11979120488439218,0.4955564357048951,0.4166750237856976,11.837887481133098,23.888071323893744,0.4955564357048951,0.0,0.4166750237856976,0.0,0.0,0.0,0.0,0.0
a_concentrating_2,a,concentrating,2,2,6.0,68.93767597991163,11.692889368919346,33.38957626420593,35.008443523741164,149.02858513677808,0.46258022188589387,0.07846071515869013,0.22404813300455786,0.23491092995085808,4.233202849757685,2.458980910813444,3.508243763378061,3.5555892759331895,0.3501957999225728,0.48434438483153414,5.895692142880749,2.993994248914769,1.04848421096229,0.8482889769163545,0.19696575061916385,-0.23762984060635148,15.621102896636325,1340.211569033236,5.067071709759762,29.0,9.114638750474574,2.0,6.151286744332184,38.24718699007546,36.593587341323676,-0.07555382027450216,25.302466032282346,742.4743404838483,-0.3992235229421008,3.5030384278218243,27.62294067892663,21.847520213815024,0.07812500000000001,25.309751975547957,171.6671270744563,0.08704422080636859,0.3787203172598503,-0.14499811221375225,-0.012248647610888876,9.501504940312184,0.397751028598463,11.607454679726985,0.20246659469443912,0.3984165096415495,0.011511591986889825,-0.14536063578232228,-0.29332811625290817,0.06766936104583654,0.1624032091749275,-0.009133873353025734,-0.0017993505588922065,0.42664048140880645,0.6791736110640486,10.980034838097495,26.316558850858517,0.42664048140880645,0.0,0.6791736110640486,0.0,0.0,0.0,0.0,0.0
